Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Yoga,Nauka Sanchalanasan | Rowing the Boat Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Malasana | Squat Pose or Garland Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Full Lotus Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Halasana | Plow Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Locust Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Wheel Pose | Chakrasana | Urdhva Dhanurasana,Hard,None,N/A,Yoga,Full Body,3,60,Flexibility,10,Increase hold time,Medium
Yoga,Garudasana | Eagle Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Crab Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Childs Pose To Cobra Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Camel Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Bridge Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Saithalyasana (Animal Relaxation Pose),Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Back / Wing,Lever Front Pulldown,Medium,Lever Machine,70%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Pull-Up,Hard,None,N/A,Back / Wing,Biceps,2,90,Strength,10,Increase reps,Medium
Calisthenic,Pull-Up,Hard,None,N/A,Full Body,Back / Wing,2,90,Strength,10,Increase reps,Medium
Back / Wing,Cable Rear Pulldown,Medium,Cable Machine,65%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Lat Pulldown,Medium,Cable Machine,65%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Seated Cable Row,Medium,Cable Machine,70%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Barbell Bent Over Row,Hard,Barbell,75%,Back / Wing,Erector Spinae,4,90,Strength,10,Increase weight,Medium
Erector Spinae,Barbell Bent Over Row,Hard,Barbell,75%,Erector Spinae,Back / Wing,4,90,Strength,10,Increase weight,Medium
Full Body,Barbell Bent Over Row,Hard,Barbell,75%,Full Body,Back / Wing,4,90,Strength,10,Increase weight,Medium
Back / Wing,Cable Straight Arm Pulldown,Medium,Cable Machine,65%,Back / Wing,Shoulders,3,60,Strength,8,Increase weight,Low
Back / Wing,Legless Rope Climb,Hard,None,N/A,Back / Wing,Full Body,3,90,Strength,12,Increase reps,Medium
Calisthenic,Legless Rope Climb,Hard,None,N/A,Full Body,Back / Wing,3,90,Strength,12,Increase reps,Medium
Full Body,Legless Rope Climb,Hard,None,N/A,Full Body,Back / Wing,3,90,Strength,12,Increase reps,Medium
Cardio,Push-up Toe Touch,Medium,None,N/A,Cardio,Full Body,2,30,Cardio,8,Increase reps,Low
Full Body,Push-up Toe Touch,Medium,None,N/A,Full Body,Cardio,2,30,Cardio,8,Increase reps,Low
Back / Wing,Lever T-Bar Row,Medium,Lever Machine,70%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Dumbbell Row,Medium,Dumbbell,65%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Bent Over Dumbbell Row,Medium,Dumbbell,65%,Back / Wing,Erector Spinae,3,60,Strength,8,Increase weight,Low
Erector Spinae,Bent Over Dumbbell Row,Medium,Dumbbell,65%,Erector Spinae,Back / Wing,3,60,Strength,8,Increase weight,Low
Full Body,Bent Over Dumbbell Row,Medium,Dumbbell,65%,Full Body,Back / Wing,3,60,Strength,8,Increase weight,Low
Back / Wing,Dumbbell Bent Over Reverse Grip Row,Medium,Dumbbell,65%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Reverse Lat-Pulldown,Medium,Cable Machine,65%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Muscle-Up,Hard,None,N/A,Back / Wing,Full Body,2,90,Strength,12,Increase reps,High
Calisthenic,Muscle-Up,Hard,None,N/A,Full Body,Back / Wing,2,90,Strength,12,Increase reps,High
Full Body,Muscle-Up,Hard,None,N/A,Full Body,Back / Wing,2,90,Strength,12,Increase reps,High
Hip,Squat,Medium,None,N/A,Hip,Legs,3,60,Strength,8,Increase depth,Low
Leg,Squat,Medium,None,N/A,Legs,Hip,3,60,Strength,8,Increase depth,Low
Back / Wing,Seated Row Machine,Medium,Machine,70%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,One Arm Cable Row,Medium,Cable Machine,65%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Reverse Grip Barbell Row,Medium,Barbell,70%,Back / Wing,Erector Spinae,3,60,Strength,8,Increase weight,Low
Abs,Crunches,Easy,None,N/A,Abs,None,2,15,Strength,5,Increase reps,Low
Leg,Leg Press,Medium,Machine,70%,Legs,Glutes,3,60,Strength,8,Increase weight,Low
Abs,Mountain Climber,Easy,None,N/A,Abs,Cardio,2,15,Cardio,8,Increase speed,Low
Cardio,Mountain Climber,Easy,None,N/A,Cardio,Abs,2,15,Cardio,8,Increase speed,Low
Abs,Bicycle Crunch,Easy,None,N/A,Abs,Obliques,2,15,Strength,6,Increase reps,Low
Cardio,Bicycle Crunch,Easy,None,N/A,Cardio,Abs,2,15,Cardio,6,Increase reps,Low
Abs,Lying Scissor Kick,Medium,None,N/A,Abs,None,2,30,Strength,6,Increase reps,Low
Hip,Plie Dumbbell Squat,Medium,Dumbbell,65%,Hip,Legs,3,60,Strength,8,Increase weight,Low
Leg,Plie Dumbbell Squat,Medium,Dumbbell,65%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Back / Wing,Deadlift,Hard,Barbell,80%,Back / Wing,Legs,3,90,Strength,10,Increase weight,Medium
Erector Spinae,Deadlift,Hard,Barbell,80%,Erector Spinae,Legs,3,90,Strength,10,Increase weight,Medium
Hip,Deadlift,Hard,Barbell,80%,Hip,Legs,3,90,Strength,10,Increase weight,Medium
Leg,Deadlift,Hard,Barbell,80%,Legs,Hip,3,90,Strength,10,Increase weight,Medium
Triceps,Dumbbell Kickback,Medium,Dumbbell,65%,Triceps,None,2,30,Strength,6,Increase weight,Low
Biceps,Dumbbell Curl,Medium,Dumbbell,65%,Biceps,None,2,30,Strength,6,Increase weight,Low
Biceps,Barbell Curl,Medium,Barbell,70%,Biceps,None,2,30,Strength,6,Increase weight,Low
Abs,Leg Raise,Medium,None,N/A,Abs,None,2,30,Strength,6,Increase reps,Low
Abs,Oblique Floor Crunches,Easy,None,N/A,Abs,Obliques,2,15,Strength,5,Increase reps,Low
Abs,T-Cross Sit-up,Medium,None,N/A,Abs,Obliques,2,30,Strength,6,Increase reps,Low
Cardio,T-Cross Sit-up,Medium,None,N/A,Cardio,Abs,2,30,Cardio,6,Increase reps,Low
Leg,Leg Curl,Medium,Machine,70%,Legs,None,3,60,Strength,8,Increase weight,Low
Triceps,One-Arm Reverse Pushdown,Medium,Cable Machine,65%,Triceps,None,2,30,Strength,6,Increase weight,Low
Triceps,Push-down,Medium,Cable Machine,65%,Triceps,None,2,30,Strength,6,Increase weight,Low
Biceps,Concentration Curl,Medium,Dumbbell,65%,Biceps,None,2,30,Strength,6,Increase weight,Low
Leg,Seated Leg Curl,Medium,Machine,70%,Legs,None,3,60,Strength,8,Increase weight,Low
Abs,Dead Bug,Easy,None,N/A,Abs,None,2,15,Strength,5,Increase reps,Low
Abs,Decline Sit-up,Medium,None,N/A,Abs,None,2,30,Strength,6,Increase reps,Low
Leg,Leg Extension,Medium,Machine,70%,Legs,None,3,60,Strength,8,Increase weight,Low
Abs,Reverse Crunch,Easy,None,N/A,Abs,None,2,15,Strength,5,Increase reps,Low
Triceps,Bench Dips,Medium,None,N/A,Triceps,None,2,30,Strength,6,Increase reps,Low
Triceps,Triceps Dips,Medium,None,N/A,Triceps,None,2,30,Strength,6,Increase reps,Low
Biceps,Dumbbell Preacher Curl,Medium,Dumbbell,65%,Biceps,None,2,30,Strength,6,Increase weight,Low
Biceps,EZ Bar Preacher Curl,Medium,EZ Bar,70%,Biceps,None,2,30,Strength,6,Increase weight,Low
Biceps,Hammer Curl,Medium,Dumbbell,65%,Biceps,None,2,30,Strength,6,Increase weight,Low
Biceps,Seated Incline Dumbbell Curl,Medium,Dumbbell,65%,Biceps,None,2,30,Strength,6,Increase weight,Low
Calf,Barbell Seated Calf Raise,Medium,Barbell,70%,Calf,None,2,30,Strength,6,Increase weight,Low
Abs,Kneeling Cable Crunch,Medium,Cable Machine,65%,Abs,None,2,30,Strength,6,Increase weight,Low
Abs,Heel Touch,Easy,None,N/A,Abs,Obliques,2,15,Strength,5,Increase reps,Low
Triceps,One-Arm Lying Triceps Extension,Medium,Dumbbell,65%,Triceps,None,2,30,Strength,6,Increase weight,Low
Shoulders,Bodyweight Military Press,Hard,None,N/A,Shoulders,Trapezius,2,30,Strength,8,Increase reps,Medium
Trapezius,Bodyweight Military Press,Hard,None,N/A,Trapezius,Shoulders,2,30,Strength,8,Increase reps,Medium
Biceps,Lever Preacher Curl,Medium,Lever Machine,70%,Biceps,None,2,30,Strength,6,Increase weight,Low
Biceps,High Cable Single Arm Bicep Curl,Medium,Cable Machine,65%,Biceps,None,2,30,Strength,6,Increase weight,Low
Triceps,Cable Rope Overhead Triceps Extension,Medium,Cable Machine,65%,Triceps,None,2,30,Strength,6,Increase weight,Low
Triceps,Lever Triceps Dip,Medium,Lever Machine,70%,Triceps,None,2,30,Strength,6,Increase weight,Low
Back / Wing,Romanian Deadlift,Hard,Barbell,80%,Back / Wing,Legs,3,90,Strength,10,Increase weight,Medium
Erector Spinae,Romanian Deadlift,Hard,Barbell,80%,Erector Spinae,Legs,3,90,Strength,10,Increase weight,Medium
Hip,Romanian Deadlift,Hard,Barbell,80%,Hip,Legs,3,90,Strength,10,Increase weight,Medium
Leg,Romanian Deadlift,Hard,Barbell,80%,Legs,Hip,3,90,Strength,10,Increase weight,Medium
Chest,Pec Deck Fly,Medium,Machine,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Dumbbell Pullover,Medium,Dumbbell,65%,Chest,Back / Wing,2,30,Strength,6,Increase weight,Low
Chest,Low Cable Crossover,Medium,Cable Machine,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,High Cable Crossover,Medium,Cable Machine,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Cable Upper Chest Crossovers,Medium,Cable Machine,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Incline Barbell Bench Press,Medium,Barbell,70%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Dumbbell Fly,Medium,Dumbbell,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Dumbbell Bench Press,Medium,Dumbbell,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Cable Crossover,Medium,Cable Machine,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,One-Arm Cable Chest Press,Medium,Cable Machine,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Triceps,Lying Barbell Triceps Extension,Medium,Barbell,70%,Triceps,None,2,30,Strength,6,Increase weight,Low
Biceps,One Arm Cable Curl,Medium,Cable Machine,65%,Biceps,None,2,30,Strength,6,Increase weight,Low
Full Body,Push Press,Hard,Barbell,75%,Full Body,Shoulders,2,30,Strength,8,Increase weight,Medium
Shoulders,Push Press,Hard,Barbell,75%,Shoulders,Full Body,2,30,Strength,8,Increase weight,
Chest,Single-Arm Cable Crossover,Medium,Cable Machine,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Incline Dumbbell Fly,Medium,Dumbbell,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Incline Dumbbell Press,Medium,Dumbbell,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Chest,Reverse Grip Incline Dumbbell Press,Medium,Dumbbell,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Erector Spinae,Sphinx Stretch,Easy,None,N/A,Erector Spinae,Neck,2,15,Flexibility,5,Increase duration,Low
Neck,Sphinx Stretch,Easy,None,N/A,Neck,Erector Spinae,2,15,Flexibility,5,Increase duration,Low
Abs,Standing Rotation,Easy,None,N/A,Abs,Obliques,2,15,Strength,5,Increase reps,Low
Back / Wing,Upper Back Stretch,Easy,None,N/A,Back / Wing,None,2,15,Flexibility,5,Increase duration,Low
Triceps,Cable Tricep Kickback,Medium,Cable Machine,65%,Triceps,None,2,30,Strength,6,Increase weight,Low
Chest,Machine Fly,Medium,Machine,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Forearm,Barbell Reverse Curl,Medium,Barbell,70%,Forearm,None,2,30,Strength,6,Increase weight,Low
Hip,Barbell Hack Squats,Medium,Barbell,70%,Hip,Legs,3,60,Strength,8,Increase weight,Low
Leg,Barbell Hack Squats,Medium,Barbell,70%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Triceps,Triceps Dips on Floor,Medium,None,N/A,Triceps,None,2,30,Strength,6,Increase reps,Low
Back / Wing,Kneeling High Pulley Row,Medium,Cable Machine,65%,Back / Wing,Trapezius,2,30,Strength,6,Increase weight,Low
Trapezius,Kneeling High Pulley Row,Medium,Cable Machine,65%,Trapezius,Back / Wing,2,30,Strength,6,Increase weight,Low
Forearm,Cable One-Arm Wrist Curl On Floor,Medium,Cable Machine,65%,Forearm,None,2,30,Strength,6,Increase weight,Low
Hip,Barbell Sumo Squat,Medium,Barbell,70%,Hip,Legs,3,60,Strength,8,Increase weight,Low
Leg,Barbell Sumo Squat,Medium,Barbell,70%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Hip,Lever Standing Rear Kick,Medium,Lever Machine,65%,Hip,None,2,30,Strength,6,Increase weight,Low
Triceps,Dumbbell Seated Front and Back Tate Press,Medium,Dumbbell,65%,Triceps,None,2,30,Strength,6,Increase weight,Low
Chest,Decline Dumbbell Press,Medium,Dumbbell,65%,Chest,None,2,30,Strength,6,Increase weight,Low
Erector Spinae,Good Morning,Hard,Barbell,75%,Erector Spinae,Hip,3,90,Strength,10,Increase weight,Medium
Hip,Good Morning,Hard,Barbell,75%,Hip,Erector Spinae,3,90,Strength,10,Increase weight,Medium
Leg,Good Morning,Hard,Barbell,75%,Legs,Erector Spinae,3,90,Strength,10,Increase weight,Medium
Leg,Dumbbell Bulgarian Split Squat,Medium,Dumbbell,65%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Erector Spinae,Weighted Back Extension,Medium,Machine,65%,Erector Spinae,None,2,30,Strength,6,Increase weight,Low
Chest,Lever Incline Chest Press,Medium,Lever Machine,70%,Chest,None,2,30,Strength,6,Increase weight,Low
Erector Spinae,Dumbbell Romanian Deadlift,Hard,Dumbbell,75%,Erector Spinae,Hip,3,90,Strength,10,Increase weight,Medium
Hip,Dumbbell Romanian Deadlift,Hard,Dumbbell,75%,Hip,Erector Spinae,3,90,Strength,10,Increase weight,Medium
Leg,Dumbbell Romanian Deadlift,Hard,Dumbbell,75%,Legs,Hip,3,90,Strength,10,Increase weight,Medium
Leg,Hack Squats Machine,Medium,Machine,70%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Forearm,Hand Gripper,Easy,None,N/A,Forearm,None,2,15,Strength,5,Increase reps,Low
Back / Wing,Sumo Deadlift,Hard,Barbell,80%,Back / Wing,Legs,3,90,Strength,10,Increase weight,Medium
Erector Spinae,Sumo Deadlift,Hard,Barbell,80%,Erector Spinae,Legs,3,90,Strength,10,Increase weight,Medium
Hip,Sumo Deadlift,Hard,Barbell,80%,Hip,Legs,3,90,Strength,10,Increase weight,Medium
Leg,Sumo Deadlift,Hard,Barbell,80%,Legs,Hip,3,90,Strength,10,Increase weight,Medium
Back / Wing,Half Kneeling Lat Pulldown,Medium,Cable Machine,65%,Back / Wing,Biceps,2,30,Strength,6,Increase weight,Low
Cardio,Power Skips,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase speed,Low
Cardio,Plyo Jacks,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase reps,Low
Cardio,Split Jacks,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase reps,Low
Leg,Pistol Squat,Hard,None,N/A,Legs,Hip,2,60,Strength,10,Increase reps,Medium
Cardio,Butt Kicks,Easy,None,N/A,Cardio,Legs,2,15,Cardio,6,Increase speed,Low
Cardio,Fast Feet Run,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase speed,Low
Cardio,Wheel Run,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase speed,Low
Hip,Dumbbell Lunge,Medium,Dumbbell,65%,Hip,Legs,3,60,Strength,8,Increase weight,Low
Leg,Dumbbell Lunge,Medium,Dumbbell,65%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Back / Wing,Dumbbell Straight Leg Deadlift,Hard,Dumbbell,75%,Back / Wing,Legs,3,90,Strength,10,Increase weight,Medium
Erector Spinae,Dumbbell Straight Leg Deadlift,Hard,Dumbbell,75%,Erector Spinae,Legs,3,90,Strength,10,Increase weight,Medium
Leg,Dumbbell Straight Leg Deadlift,Hard,Dumbbell,75%,Legs,Back / Wing,3,90,Strength,10,Increase weight,Medium
Hip,Lever Side Hip Abduction,Medium,Lever Machine,65%,Hip,None,2,30,Strength,6,Increase weight,Low
Leg,Lever Side Hip Abduction,Medium,Lever Machine,65%,Legs,None,2,30,Strength,6,Increase weight,Low
Hip,Bodyweight Sumo Squat,Medium,None,N/A,Hip,Legs,3,60,Strength,8,Increase reps,Low
Leg,Bodyweight Sumo Squat,Medium,None,N/A,Legs,Hip,3,60,Strength,8,Increase reps,Low
Leg,Hawaiian Squat,Medium,None,N/A,Legs,Hip,3,60,Strength,8,Increase reps,Low
Leg,Lever Standing Leg Raise,Medium,Lever Machine,65%,Legs,None,2,30,Strength,6,Increase weight,Low
Hip,Lever Side Hip Adduction,Medium,Lever Machine,65%,Hip,None,2,30,Strength,6,Increase weight,Low
Leg,Lever Side Hip Adduction,Medium,Lever Machine,65%,Legs,None,2,30,Strength,6,Increase weight,Low
Leg,Barbell Bulgarian Split Squat,Medium,Barbell,70%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Leg,Lever Deadlift,Hard,Lever Machine,75%,Legs,Hip,3,90,Strength,10,Increase weight,Medium
Hip,Dumbbell Rear Lunge,Medium,Dumbbell,65%,Hip,Legs,3,60,Strength,8,Increase weight,Low
Leg,Dumbbell Rear Lunge,Medium,Dumbbell,65%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Leg,Barbell Lunge,Medium,Barbell,70%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Hip,Barbell Lateral Lunge,Medium,Barbell,70%,Hip,Legs,3,60,Strength,8,Increase weight,Low
Leg,Barbell Lateral Lunge,Medium,Barbell,70%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Calf,Leg Press Calf Raise,Medium,Machine,70%,Calf,None,2,30,Strength,6,Increase weight,Low
Leg,Side Lunge,Medium,None,N/A,Legs,Hip,3,60,Strength,8,Increase depth,Low
Hip,Standing Hip Abduction,Medium,None,N/A,Hip,None,2,30,Strength,6,Increase reps,Low
Hip,Cable Hip Adduction,Medium,Cable Machine,65%,Hip,None,2,30,Strength,6,Increase weight,Low
Leg,Cable Hip Adduction,Medium,Cable Machine,65%,Legs,None,2,30,Strength,6,Increase weight,Low
Cardio,Zig Zag Hops Plyometric,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase reps,Low
Leg,Zig Zag Hops Plyometric,Medium,None,N/A,Legs,Cardio,2,30,Cardio,8,Increase reps,Low
Cardio,Bodyweight Squat,Easy,None,N/A,Cardio,Legs,2,15,Cardio,6,Increase reps,Low
Hip,Bodyweight Squat,Easy,None,N/A,Hip,Legs,2,15,Strength,6,Increase reps,Low
Leg,Bodyweight Squat,Easy,None,N/A,Legs,Hip,2,15,Strength,6,Increase reps,Low
Leg,Upavistha Konasana,Easy,None,N/A,Legs,Yoga,2,15,Flexibility,5,Increase duration,Low
Yoga,Upavistha Konasana,Easy,None,N/A,Yoga,Legs,2,15,Flexibility,5,Increase duration,Low
Hip,Side Lying Clam,Easy,None,N/A,Hip,None,2,15,Strength,5,Increase reps,Low
Erector Spinae,Seated Hamstring Stretch,Easy,None,N/A,Erector Spinae,Legs,2,15,Flexibility,5,Increase duration,Low
Leg,Seated Hamstring Stretch,Easy,None,N/A,Legs,Erector Spinae,2,15,Flexibility,5,Increase duration,Low
Calf,Hack Squat Calf Raise,Medium,Machine,70%,Calf,None,2,30,Strength,6,Increase weight,Low
Leg,Kneeling Quad Stretch,Easy,None,N/A,Legs,None,2,15,Flexibility,5,Increase duration,Low
Cardio,Lateral Speed Step,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase speed,Low
Leg,Lateral Speed Step,Medium,None,N/A,Legs,Cardio,2,30,Cardio,8,Increase speed,Low
Erector Spinae,Kettlebell Single Leg Deadlift,Hard,Kettlebell,75%,Erector Spinae,Hip,3,90,Strength,10,Increase weight,Medium
Hip,Kettlebell Single Leg Deadlift,Hard,Kettlebell,75%,Hip,Erector Spinae,3,90,Strength,10,Increase weight,Medium
Leg,Seated Groin / Adductor Stretch,Easy,None,N/A,Legs,Hip,2,15,Flexibility,5,Increase duration,Low
Hip,Reverse Lunge Knee Lift,Medium,None,N/A,Hip,Legs,3,60,Strength,8,Increase reps,Low
Leg,Reverse Lunge Knee Lift,Medium,None,N/A,Legs,Hip,3,60,Strength,8,Increase reps,Low
Leg,Lying Hamstring Stretch,Easy,None,N/A,Legs,None,2,15,Flexibility,5,Increase duration,Low
Cardio,Curtsy Squat,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase reps,Low
Hip,Curtsy Squat,Medium,None,N/A,Hip,Legs,3,60,Strength,8,Increase reps,Low
Leg,Curtsy Squat,Medium,None,N/A,Legs,Hip,3,60,Strength,8,Increase reps,Low
Hip,Cable Goblet Squat,Medium,Cable Machine,65%,Hip,Legs,3,60,Strength,8,Increase weight,Low
Leg,Cable Goblet Squat,Medium,Cable Machine,65%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Hip,Cable Donkey Kickback,Medium,Cable Machine,65%,Hip,None,2,30,Strength,6,Increase weight,Low
Hip,Bridge Hip Abduction,Medium,None,N/A,Hip,None,2,30,Strength,6,Increase reps,Low
Abs,Standing Toe Touch,Easy,None,N/A,Abs,None,2,15,Flexibility,5,Increase reps,Low
Hip,Thigh fly (Adductor Magnus Stretch),Easy,None,N/A,Hip,Legs,2,15,Flexibility,5,Increase duration,Low
Leg,Thigh fly (Adductor Magnus Stretch),Easy,None,N/A,Legs,Hip,2,15,Flexibility,5,Increase duration,Low
Cardio,Split Jump Squat,Medium,None,N/A,Cardio,Legs,2,30,Cardio,8,Increase reps,Low
Hip,Split Jump Squat,Medium,None,N/A,Hip,Legs,3,60,Strength,8,Increase reps,Low
Leg,Split Jump Squat,Medium,None,N/A,Legs,Hip,3,60,Strength,8,Increase reps,Low
Hip,Cossack Squat,Medium,None,N/A,Hip,Legs,3,60,Strength,8,Increase depth,Low
Leg,Cossack Squat,Medium,None,N/A,Legs,Hip,3,60,Strength,8,Increase depth,Low
Hip,Glute Kickback Machine,Medium,Machine,65%,Hip,None,2,30,Strength,6,Increase weight,Low
Calf,Lever Seated Calf Raise,Medium,Machine,Moderate,Calf,None,30 seconds,15 seconds,Strength,50,Progressive Overload,Low
Calf,Single Leg Calf Raise,Easy,None,Low,Calf,None,20 seconds,10 seconds,Strength,30,Bodyweight,Low
Abs,Crunch With Leg Raise,Easy,None,Low,Abs,None,30 seconds,15 seconds,Core,40,Bodyweight,Low
Abs,Alternate Lying Floor Leg Raise,Easy,None,Low,Abs,None,30 seconds,15 seconds,Core,35,Bodyweight,Low
Chest,Chest Dips,Medium,Parallel Bars,Moderate,Chest,Triceps,30 seconds,20 seconds,Strength,60,Progressive Overload,Medium
Calf,Hack Machine One-Leg Calf Raise,Medium,Machine,Moderate,Calf,None,30 seconds,15 seconds,Strength,50,Progressive Overload,Low
Chest,Assisted Chest Dip,Easy,Assisted Machine,Low,Chest,Triceps,30 seconds,20 seconds,Strength,40,Assisted,Low
Calf,Donkey Calf Raise,Medium,Machine,Moderate,Calf,None,30 seconds,15 seconds,Strength,50,Progressive Overload,Low
Calf,Lever Donkey Calf Raise,Medium,Machine,Moderate,Calf,None,30 seconds,15 seconds,Strength,50,Progressive Overload,Low
Calf,Bench Press Machine Standing Calf Raise,Medium,Machine,Moderate,Calf,None,30 seconds,15 seconds,Strength,50,Progressive Overload,Low
Chest,Lying Cable Fly,Medium,Cable Machine,Moderate,Chest,None,30 seconds,15 seconds,Strength,50,Progressive Overload,Low
Chest,Drop Push-Up,Medium,None,Moderate,Chest,Triceps,20 seconds,10 seconds,Strength,40,Bodyweight,Medium
Abs,Weighted Crunch,Medium,Weight Plate,Moderate,Abs,None,30 seconds,15 seconds,Core,50,Progressive Overload,Low
Abs,Seated Side Crunch,Easy,None,Low,Abs,Obliques,30 seconds,15 seconds,Core,35,Bodyweight,Low
